1478191030.083537,0370,8,00,20,00,00,00,00,00,00,R
1478191030.083779,043f,8,00,40,60,ff,70,a8,08,00,R
1478191030.084024,0440,8,ff,00,00,00,ff,a8,08,00,R
1478191030.084263,0350,8,05,20,74,68,73,00,00,4a,R
1478191030.085122,0316,8,05,22,6c,09,22,20,00,75,R
1478191030.085363,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.085596,0260,8,19,22,22,30,ff,8f,6f,3e,R
1478191030.085830,02a0,8,60,00,83,1d,96,02,bd,00,R
1478191030.086066,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.086314,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.088156,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.090884,0002,8,00,00,00,00,00,08,0d,d1,R
1478191030.091120,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.091800,0130,8,0a,80,00,ff,51,80,0d,db,R
1478191030.092037,0131,8,09,80,00,00,2c,7f,0d,16,R
1478191030.092282,0140,8,00,00,00,00,08,05,2d,61,R
1478191030.093242,043f,8,00,40,60,ff,70,ac,08,00,R
1478191030.093492,0370,8,00,20,00,00,00,00,00,00,R
1478191030.093734,0440,8,ff,00,00,00,ff,ac,08,00,R
1478191030.094241,0350,8,05,20,84,68,73,00,00,ba,R
1478191030.095063,0316,8,05,22,6c,09,22,20,00,75,R
1478191030.095304,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.095531,0260,8,19,22,22,30,ff,8f,6f,0b,R
1478191030.095770,02a0,8,00,00,83,1d,96,02,bd,00,R
1478191030.096004,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.096247,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.096489,0545,8,d8,00,00,84,00,00,00,00,R
1478191030.098343,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.100895,0430,8,00,00,00,00,00,00,00,00,R
1478191030.101139,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.101390,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.101627,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.101874,0002,8,00,00,00,00,00,08,0e,f6,R
1478191030.102809,0130,8,0b,80,00,ff,35,80,0e,f7,R
1478191030.103052,0131,8,00,80,00,00,24,7f,0e,b2,R
1478191030.103289,0140,8,00,00,00,00,0a,12,2e,08,R
1478191030.103537,0370,8,00,20,00,00,00,00,00,00,R
1478191030.103775,043f,8,00,40,60,ff,70,ad,08,00,R
1478191030.104014,0440,8,ff,00,00,00,ff,ad,08,00,R
1478191030.104253,0350,8,05,20,94,68,73,00,00,aa,R
1478191030.105234,0316,8,05,22,6c,09,22,20,00,75,R
1478191030.105475,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.105703,0260,8,19,22,22,30,ff,8f,6f,1c,R
1478191030.105942,02a0,8,20,00,83,1d,96,02,bd,00,R
1478191030.106176,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.106420,0545,8,d8,00,00,83,00,00,00,00,R
1478191030.108333,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.110878,0002,8,00,00,00,00,00,08,0f,eb,R
1478191030.111115,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.111808,0130,8,0b,80,00,ff,1f,80,0f,d5,R
1478191030.112047,0131,8,00,80,00,00,29,7f,0f,2a,R
1478191030.112289,0140,8,00,00,00,00,0c,14,2f,a5,R
1478191030.113237,043f,8,00,40,60,ff,70,ad,08,00,R
1478191030.113491,0370,8,00,20,00,00,00,00,00,00,R
1478191030.113730,0440,8,ff,00,00,00,ff,ad,08,00,R
1478191030.114246,0350,8,05,20,a4,68,73,00,00,9a,R
1478191030.114848,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.115260,0316,8,05,22,68,09,22,20,00,75,R
1478191030.115499,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.115727,0260,8,19,22,22,30,ff,8f,6f,2d,R
1478191030.115964,02a0,8,40,00,83,1d,96,02,bd,00,R
1478191030.116197,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.116436,0545,8,d8,59,00,85,00,00,00,00,R
1478191030.117631,05f0,2,01,00,R,,,,,,
1478191030.118321,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.120884,0430,8,00,00,00,00,00,00,00,00,R
1478191030.121130,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.121378,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.121616,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.121870,0002,8,00,00,00,00,00,08,00,50,R
1478191030.122812,0130,8,0b,80,00,ff,23,80,00,4c,R
1478191030.123053,0131,8,00,80,00,00,38,7f,00,06,R
1478191030.123295,0140,8,00,00,00,00,0e,33,20,91,R
1478191030.123545,0370,8,00,20,00,00,00,00,00,00,R
1478191030.123784,043f,8,00,40,60,ff,70,ab,08,00,R
1478191030.124023,0440,8,ff,00,00,00,ff,ab,08,00,R
1478191030.124261,0350,8,05,20,b4,68,73,00,00,8a,R
1478191030.125094,0316,8,05,22,68,09,22,20,00,75,R
1478191030.125333,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.125566,0260,8,19,22,22,30,ff,8f,6f,3e,R
1478191030.125797,02a0,8,60,00,83,1d,96,02,bd,00,R
1478191030.126031,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.126273,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.128310,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.130872,0002,8,00,00,00,00,00,08,01,4d,R
1478191030.131111,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.131815,0130,8,0f,80,00,ff,3b,80,01,2c,R
1478191030.132052,0131,8,0e,80,00,00,40,7f,01,5e,R
1478191030.132296,0140,8,00,00,00,00,10,02,21,10,R
1478191030.133241,043f,8,00,40,60,ff,70,aa,08,00,R
1478191030.133487,0370,8,00,20,00,00,00,00,00,00,R
1478191030.133729,0440,8,ff,00,00,00,ff,aa,08,00,R
1478191030.134246,0350,8,05,20,c4,68,73,00,00,fa,R
1478191030.134951,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.135193,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.135421,0260,8,19,22,22,30,ff,8f,6f,0b,R
1478191030.135659,02a0,8,00,00,83,1d,96,02,bd,00,R
1478191030.135896,0316,8,05,22,68,09,22,20,00,75,R
1478191030.136123,0329,8,0c,b8,7e,14,11,20,00,14,R
1478191030.136366,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.138297,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.140895,0430,8,00,00,00,00,00,00,00,00,R
1478191030.141131,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.141379,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.141617,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.141863,0002,8,00,00,00,00,00,08,02,6a,R
1478191030.142810,0130,8,12,80,00,ff,45,80,02,15,R
1478191030.143049,0131,8,0e,80,00,00,3e,7f,02,38,R
1478191030.143300,0140,8,00,00,00,00,12,0f,22,0f,R
1478191030.143550,0370,8,00,20,00,00,00,00,00,00,R
1478191030.143788,043f,8,00,40,60,ff,70,ab,08,00,R
1478191030.144028,0440,8,ff,00,00,00,ff,ab,08,00,R
1478191030.144264,0350,8,05,20,d4,68,73,00,00,ea,R
1478191030.145103,0316,8,05,22,68,09,22,20,00,75,R
1478191030.145345,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.145573,0260,8,19,22,22,30,ff,8f,6f,1c,R
1478191030.145811,02a0,8,20,00,83,1d,96,02,bd,00,R
1478191030.146045,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.146291,0545,8,d8,00,00,83,00,00,00,00,R
1478191030.148289,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.150878,0002,8,00,00,00,00,00,08,03,77,R
1478191030.151101,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.151801,0130,8,11,80,00,ff,33,80,03,a2,R
1478191030.152040,0131,8,00,80,00,00,34,7f,03,2b,R
1478191030.152283,0140,8,00,00,00,00,14,13,23,d4,R
1478191030.153227,043f,8,00,40,60,ff,70,ad,08,00,R
1478191030.153477,0370,8,00,20,00,00,00,00,00,00,R
1478191030.153718,0440,8,ff,00,00,00,ff,ad,08,00,R
1478191030.154242,0350,8,05,20,e4,68,73,00,00,da,R
1478191030.154909,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.155268,0316,8,05,22,68,09,22,20,00,75,R
1478191030.155510,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.155738,0260,8,19,22,22,30,ff,8f,6f,2d,R
1478191030.155974,02a0,8,40,00,83,1d,96,02,bd,00,R
1478191030.156209,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.156453,0545,8,d8,00,00,83,00,00,00,00,R
1478191030.158088,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.160927,0430,8,00,00,00,00,00,00,00,00,R
1478191030.161165,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.161410,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.161648,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.161895,0002,8,00,00,00,00,00,08,04,24,R
1478191030.162805,0130,8,0b,80,00,ff,24,80,04,b2,R
1478191030.163040,0131,8,e9,7f,00,00,31,7f,04,67,R
1478191030.163282,0140,8,00,00,00,00,16,03,24,30,R
1478191030.163532,0370,8,00,20,00,00,00,00,00,00,R
1478191030.163773,043f,8,00,40,60,ff,70,ac,08,00,R
1478191030.164015,0440,8,ff,00,00,00,ff,ac,08,00,R
1478191030.164253,0350,8,05,20,f4,68,73,00,00,ca,R
1478191030.164499,0690,8,00,00,01,00,a0,02,00,00,R
1478191030.165062,0316,8,05,22,68,09,22,20,00,75,R
1478191030.165304,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.165536,0260,8,19,22,22,30,ff,8f,6f,3e,R
1478191030.165770,02a0,8,60,00,83,1d,96,02,bd,00,R
1478191030.166004,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.166247,0545,8,d8,59,00,85,00,00,00,00,R
1478191030.167633,05f0,2,01,00,R,,,,,,
1478191030.168091,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.170906,0002,8,00,00,00,00,00,08,05,39,R
1478191030.171145,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.171812,0130,8,08,80,00,ff,2f,80,05,c8,R
1478191030.172052,0131,8,f2,7f,00,00,3b,7f,05,f9,R
1478191030.172293,0140,8,00,00,00,00,18,08,25,aa,R
1478191030.173276,043f,8,00,40,60,ff,70,aa,08,00,R
1478191030.173528,0370,8,00,20,00,00,00,00,00,00,R
1478191030.173767,0440,8,ff,00,00,00,ff,aa,08,00,R
1478191030.174233,0350,8,05,20,04,68,73,00,00,3a,R
1478191030.174927,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.175168,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.175396,0260,8,19,22,22,30,ff,8f,6f,0b,R
1478191030.175634,02a0,8,00,00,83,1d,96,02,bd,00,R
1478191030.175864,0316,8,05,22,68,09,22,20,00,75,R
1478191030.176098,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.176343,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.178075,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.180916,0430,8,00,00,00,00,00,00,00,00,R
1478191030.181158,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.181405,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.181644,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.181890,0002,8,00,00,00,00,00,08,06,1e,R
1478191030.182130,00a0,8,5d,82,68,09,00,1f,02,00,R
1478191030.182372,00a1,8,80,83,00,00,24,00,00,00,R
1478191030.182805,0130,8,0b,80,00,ff,3c,80,06,9c,R
1478191030.183040,0131,8,0e,80,00,00,47,7f,06,87,R
1478191030.183285,0140,8,00,00,00,00,1a,33,26,c1,R
1478191030.183535,0370,8,00,20,00,00,00,00,00,00,R
1478191030.183773,043f,8,00,40,60,ff,70,a7,08,00,R
1478191030.184014,0440,8,ff,00,00,00,ff,a7,08,00,R
1478191030.184250,0350,8,05,20,14,68,73,00,00,2a,R
1478191030.185070,0316,8,05,22,68,09,22,20,00,75,R
1478191030.185312,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.185540,0260,8,19,22,22,30,ff,8f,6f,1c,R
1478191030.185778,02a0,8,20,00,83,1d,96,02,bd,00,R
1478191030.186013,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.186255,0545,8,d8,00,00,84,00,00,00,00,R
1478191030.188072,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.190904,0002,8,00,00,00,00,00,08,07,03,R
1478191030.191136,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.191812,0130,8,0d,80,00,ff,30,80,07,58,R
1478191030.192058,0131,8,09,80,00,00,40,7f,07,9e,R
1478191030.192294,0140,8,00,00,00,00,1c,07,27,35,R
1478191030.193284,043f,8,00,40,60,ff,70,a9,08,00,R
1478191030.193534,0370,8,00,20,00,00,00,00,00,00,R
1478191030.193776,0440,8,ff,00,00,00,ff,a9,08,00,R
1478191030.194255,0350,8,05,20,24,68,72,00,00,1b,R
1478191030.195184,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.195426,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.195653,0260,8,19,22,22,30,ff,8f,6f,2d,R
1478191030.195889,02a0,8,40,00,83,1d,96,02,bd,00,R
1478191030.196120,0316,8,05,22,68,09,22,20,00,75,R
1478191030.196354,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.196598,0545,8,d8,00,00,83,00,00,00,00,R
1478191030.198059,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.200922,0430,8,00,00,00,00,00,00,00,00,R
1478191030.201155,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.201399,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.201638,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.201885,0002,8,00,00,00,00,00,08,08,b8,R
1478191030.202810,0130,8,0b,80,00,ff,0c,80,08,12,R
1478191030.203044,0131,8,fb,7f,00,00,2d,7f,08,ea,R
1478191030.203288,0140,8,00,00,00,00,1e,0d,28,4f,R
1478191030.203538,0370,8,00,20,00,00,00,00,00,00,R
1478191030.203779,043f,8,00,40,60,ff,70,aa,08,00,R
1478191030.204021,0440,8,ff,00,00,00,ff,aa,08,00,R
1478191030.204258,0350,8,05,20,34,68,72,00,00,0b,R
1478191030.205098,0316,8,05,22,68,09,22,20,00,75,R
1478191030.205339,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.205571,0260,8,19,22,22,30,ff,8f,6f,3e,R
1478191030.205805,02a0,8,60,00,83,1d,96,02,bd,00,R
1478191030.206040,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.206285,0545,8,d8,00,00,84,00,00,00,00,R
1478191030.208051,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.210886,0002,8,00,00,00,00,00,08,09,a5,R
1478191030.211121,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.211809,0130,8,0a,80,00,ff,fe,7f,09,98,R
1478191030.212041,0131,8,fb,7f,00,00,24,7f,09,74,R
1478191030.212283,0140,8,00,00,00,00,20,02,29,d0,R
1478191030.213280,043f,8,00,40,60,ff,70,a9,08,00,R
1478191030.213530,0370,8,00,20,00,00,00,00,00,00,R
1478191030.213772,0440,8,ff,00,00,00,ff,a9,08,00,R
1478191030.214214,0350,8,05,20,44,68,73,00,00,7a,R
1478191030.214907,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.215134,0260,8,19,22,22,30,ff,8f,6f,0b,R
1478191030.215376,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.215614,02a0,8,00,00,83,1d,96,02,bd,00,R
1478191030.215846,0316,8,05,22,60,09,22,20,00,75,R
1478191030.216080,0329,8,40,b8,7e,14,11,20,00,14,R
1478191030.216319,0545,8,d8,58,00,85,00,00,00,00,R
1478191030.217634,05f0,2,01,00,R,,,,,,
1478191030.218048,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.220891,0430,8,00,00,00,00,00,00,00,00,R
1478191030.221131,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.221378,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.221616,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.221865,0002,8,00,00,00,00,00,08,0a,82,R
1478191030.222807,0130,8,0b,80,00,ff,0e,80,0a,2b,R
1478191030.223047,0131,8,05,80,00,00,29,7f,0a,77,R
1478191030.223289,0140,8,00,00,00,00,22,08,2a,36,R
1478191030.223539,0370,8,00,20,00,00,00,00,00,00,R
1478191030.223777,043f,8,00,40,60,ff,70,a7,08,00,R
1478191030.224017,0440,8,ff,00,00,00,ff,a7,08,00,R
1478191030.224253,0350,8,05,20,54,68,73,00,00,6a,R
1478191030.225071,0316,8,05,22,60,09,22,20,00,75,R
1478191030.225312,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.225544,0260,8,19,22,22,30,ff,8f,74,18,R
1478191030.225782,02a0,8,20,00,83,1d,96,02,bd,00,R
1478191030.226021,0329,8,87,b8,7e,14,11,20,00,14,R
1478191030.226261,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.228033,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.230880,0002,8,00,00,00,00,00,08,0b,9f,R
1478191030.231109,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.231810,0130,8,0f,80,00,ff,24,80,0b,60,R
1478191030.232045,0131,8,0e,80,00,00,34,7f,0b,c2,R
1478191030.232288,0140,8,00,00,00,00,24,00,2b,74,R
1478191030.233234,043f,8,00,40,60,ff,70,a5,08,00,R
1478191030.233484,0370,8,00,20,00,00,00,00,00,00,R
1478191030.233728,0440,8,ff,00,00,00,ff,a5,08,00,R
1478191030.234242,0350,8,05,20,64,68,73,00,00,5a,R
1478191030.235059,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.235471,0316,8,05,22,60,09,22,20,00,75,R
1478191030.235713,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.235941,0260,8,19,22,22,30,ff,8f,74,29,R
1478191030.236182,02a0,8,40,00,83,1d,96,02,bd,00,R
1478191030.236415,0329,8,87,b8,7e,14,11,20,00,14,R
1478191030.236658,0545,8,d8,00,00,85,00,00,00,00,R
1478191030.238041,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.240895,0430,8,00,00,00,00,00,00,00,00,R
1478191030.241134,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.241381,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.241619,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.241867,0002,8,00,00,00,00,00,09,0c,80,R
1478191030.242805,0130,8,10,80,00,ff,2a,80,0c,df,R
1478191030.243043,0131,8,05,80,00,00,3a,7f,0c,ad,R
1478191030.243283,0140,8,00,00,00,00,02,27,2c,9e,R
1478191030.243533,0370,8,00,20,00,00,00,00,00,00,R
1478191030.243774,043f,8,00,40,60,ff,70,a6,08,00,R
1478191030.244016,0440,8,ff,00,00,00,ff,a6,08,00,R
1478191030.244253,0350,8,05,20,74,68,73,00,00,4a,R
1478191030.244984,0316,8,05,22,60,09,22,20,00,75,R
1478191030.245225,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.245453,0260,8,19,22,22,30,ff,8f,74,3a,R
1478191030.245693,02a0,8,60,00,83,1d,96,02,bd,00,R
1478191030.245922,0329,8,87,b8,7e,14,11,20,00,14,R
1478191030.246169,0545,8,d8,00,00,83,00,00,00,00,R
1478191030.248013,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.250887,0002,8,00,00,00,00,00,09,0d,9d,R
1478191030.251109,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.251813,0130,8,10,80,00,ff,19,80,0d,66,R
1478191030.252052,0131,8,00,80,00,00,32,7f,0d,88,R
1478191030.252297,0140,8,00,00,00,00,04,20,2d,7f,R
1478191030.253235,043f,8,00,40,60,ff,70,a7,08,00,R
1478191030.253485,0370,8,00,20,00,00,00,00,00,00,R
1478191030.253725,0440,8,ff,00,00,00,ff,a7,08,00,R
1478191030.254164,0350,8,05,20,84,68,73,00,00,ba,R
1478191030.254831,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.255060,0316,8,05,22,60,09,22,20,00,75,R
1478191030.255302,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.255534,0260,8,19,22,22,30,ff,8f,74,07,R
1478191030.255772,02a0,8,00,00,83,1d,96,02,bd,00,R
1478191030.256007,0329,8,87,b8,7e,14,11,20,00,14,R
1478191030.256249,0545,8,d8,00,00,84,00,00,00,00,R
1478191030.258000,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.260914,0430,8,00,00,00,00,00,00,00,00,R
1478191030.261156,04b1,8,00,00,00,00,00,00,00,00,R
1478191030.261401,01f1,8,08,00,00,00,00,00,00,00,R
1478191030.261644,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.261887,0002,8,00,00,00,00,00,09,0e,ba,R
1478191030.262814,0130,8,11,80,00,ff,0d,80,0e,02,R
1478191030.263051,0131,8,05,80,00,00,1e,7f,0e,a1,R
1478191030.263290,0140,8,00,00,00,00,06,21,2e,17,R
1478191030.263540,0370,8,00,20,00,00,00,00,00,00,R
1478191030.263785,043f,8,00,40,60,ff,70,a8,08,00,R
1478191030.264027,0440,8,ff,00,00,00,ff,a8,08,00,R
1478191030.264267,0350,8,05,20,94,68,73,00,00,aa,R
1478191030.264518,0690,8,00,00,00,00,a0,02,00,00,R
1478191030.264989,0316,8,05,22,6c,09,22,20,00,75,R
1478191030.265232,018f,8,fe,3b,00,00,00,3c,00,00,R
1478191030.265464,0260,8,19,22,22,30,ff,8f,74,18,R
1478191030.265702,02a0,8,20,00,83,1d,96,02,bd,00,R
1478191030.265936,0329,8,87,b8,7e,14,11,20,00,14,R
1478191030.266174,0545,8,d8,56,00,85,00,00,00,00,R
1478191030.267632,05f0,2,01,00,R,,,,,,
1478191030.267993,02c0,8,15,00,00,00,00,00,00,00,R
1478191030.270895,0002,8,00,00,00,00,00,09,0f,a7,R
1478191030.271128,0153,8,00,21,10,ff,00,ff,00,00,R
1478191030.271802,0130,8,12,80,00,ff,20,80,0f,4d,R
1478191030.272041,0131,8,05,80,00,00,16,7f,0f,b0,R
1478191030.272287,0140,8,00,00,00,00,08,28,2f,15,R
1478191030.273238,043f,8,00,40,60,ff,70,a7,08,00,R
1478191030.273488,0370,8,00,20,00,00,00,00,00,00,R
1478191030.273728,0440,8,ff,00,00,00,ff,a7,08,00,R
1478191030.274156,0350,8,05,20,a4,68,73,00,00,9a,R
1478191030.274924,04f0,8,00,00,00,80,00,67,d1,13,R
1478191030.275154,0316,8,05,22,6c,09,22,20,00,75,R
1478191030.275397,018f,8,fe,3b,00,00,00,3c,00,00,R
